name,code,Sector_main,sector
ADVENTA BHD,7191,Main Market,Health Care
APEX HEALTHCARE BHD,7090,Main Market,Health Care
DUOPHARMA BIOTECH BERHAD,7148,Main Market,Health Care
HARTALEGA HOLDINGS BHD,5168,Main Market,Health Care
IHH HEALTHCARE BERHAD,5225,Main Market,Health Care
KOSSAN RUBBER INDUSTRIES BHD,7153,Main Market,Health Care
KOTRA INDUSTRIES BHD,0002,Main Market,Health Care
KPJ HEALTHCARE BHD,5878,Main Market,Health Care
PHARMANIAGA BHD,7081,Main Market,Health Care
SUPERMAX CORPORATION BHD,7106,Main Market,Health Care
TMC LIFE SCIENCES BHD,0101,Main Market,Health Care
TMC LIFE SCIENCES BERHAD WARRANTS B,0101WB,Main Market,Health Care
TOP GLOVE CORPORATION BHD,7113,Main Market,Health Care
Y.S.P.SOUTHEAST ASIA HOLDING,7178,Main Market,Health Care
ALAM MARITIM RESOURCES BHD,5115,Main Market,Energy
BUMI ARMADA BERHAD,5210,Main Market,Energy
BARAKAH OFFSHORE PETROLEUM BHD,7251,Main Market,Energy
CARIMIN PETROLEUM BERHAD,5257,Main Market,Energy
COASTAL CONTRACTS BHD,5071,Main Market,Energy
DAYA MATERIALS BHD,0091,Main Market,Energy
DAYANG ENTERPRISE HOLDINGS BHD,5141,Main Market,Energy
DELEUM BHD,5132,Main Market,Energy
DIALOG GROUP BHD,7277,Main Market,Energy
HANDAL RESOURCES BERHAD,7253,Main Market,Energy
HENGYUAN REFINING COMPANY BERHAD,4324,Main Market,Energy
HIBISCUS PETROLEUM BHD,5199,Main Market,Energy
HIBISCUS PETROLEUM BERHAD - WARRANTS 2018/2021,5199WC,Main Market,Energy
SINO HUA-AN INTERNATIONAL BHD,2739,Main Market,Energy
ICON OFFSHORE BERHAD,5255,Main Market,Energy
KNM GROUP BHD,7164,Main Market,Energy
KNM GROUP BERHAD - WARRANTS 2015/2020,7164WB,Main Market,Energy
MALAYSIA MARINE AND HEAVY ENG,5186,Main Market,Energy
PETRA ENERGY BHD,5133,Main Market,Energy
PERDANA PETROLEUM BERHAD,7108,Main Market,Energy
PERISAI PETROLEUM TEKNOLOGI,0047,Main Market,Energy
PETRON MALAYSIA REFINING & MARKETING BERHAD,3042,Main Market,Energy
REACH ENERGY BHD,5256,Main Market,Energy
REACH ENERGY BHD-WARRANTS A 14/22,5256WA,Main Market,Energy
SAPURA ENERGY BERHAD,5218,Main Market,Energy
SAPURA ENERGY BERHAD - RCPS-I A 2019/2024,5218PA,Main Market,Energy
SAPURA ENERGY BERHAD - WARRANTS A 2019/2026,5218WA,Main Market,Energy
SCOMI GROUP BHD,7158,Main Market,Energy
SCOMI GROUP BERHAD - WARRANTS B,7158WB,Main Market,Energy
SCOMI ENERGY SERVICES BHD,7045,Main Market,Energy
SERBA DINAMIK HOLDINGS BERHAD,5279,Main Market,Energy
SUMATEC RESOURCES BHD,1201,Main Market,Energy
SUMATEC RES BHD-WARRANTS 11/21,1201WA,Main Market,Energy
T7 GLOBAL BERHAD,7228,Main Market,Energy
TH HEAVY ENGINEERING BERHAD,7206,Main Market,Energy
TH HEAVY ENGINEERING BERHAD-ISLAMIC IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 15/20,7206PB,Main Market,Energy
UZMA BHD,7250,Main Market,Energy
VELESTO ENERGY BERHAD,5243,Main Market,Energy
VELESTO ENERGY BERHAD - WARRANTS 2017/2024,5243WA,Main Market,Energy
WAH SEONG CORPORATION BHD,5142,Main Market,Energy
YINSON HOLDINGS BHD,7293,Main Market,Energy
CENSOF HOLDINGS BERHAD,5195,Main Market,Technology
CENSOF HOLDINGS BERHAD - WARRANTS B 14/19,5195WB,Main Market,Technology
CUSCAPI BHD,0051,Main Market,Technology
D&O GREEN TECHNOLOGIES BERHAD,7204,Main Market,Technology
DATAPREP HOLDINGS BHD,8338,Main Market,Technology
DIGISTAR CORPORATION BHD,0029,Main Market,Technology
DIGISTAR CORP BHD-WB,0029WB,Main Market,Technology
DAGANG NEXCHANGE BERHAD,4456,Main Market,Technology
DAGANG NEXCHANGE BERHAD - WARRANTS 2016/2021,4456WD,Main Market,Technology
DATASONIC GROUP BERHAD,5216,Main Market,Technology
DATASONIC GROUP BERHAD - WARRANTS A 2018/2023,5216WA,Main Market,Technology
EDARAN BHD,5036,Main Market,Technology
EXCEL FORCE MSC BHD,0065,Main Market,Technology
EXCEL FORCE MSC BHD-WARRANT A 14/19,0065WA,Main Market,Technology
ELSOFT RESEARCH BHD,0090,Main Market,Technology
FRONTKEN CORPORATION BHD,0128,Main Market,Technology
FSBM HOLDINGS BHD,9377,Main Market,Technology
FSBM HOLDINGS BERHAD - WARR,9377WA,Main Market,Technology
GHL SYSTEMS BHD,0021,Main Market,Technology
GRAND-FLO BERHAD,0056,Main Market,Technology
GLOBETRONICS TECHNOLOGY BHD,7022,Main Market,Technology
HEITECH PADU BHD,5028,Main Market,Technology
INARI AMERTRON BERHAD,0166,Main Market,Technology
INARI AMERTRON BERHAD-WARRANTS B 15/20,0166WB,Main Market,Technology
INDUSTRONICS BHD,9393,Main Market,Technology
JCY INTERNATIONAL BERHAD,5161,Main Market,Technology
KESM INDUSTRIES BHD,9334,Main Market,Technology
KEY ASIC BHD,0143,Main Market,Technology
MI TECHNOVATION BERHAD,5286,Main Market,Technology
MMS VENTURES BHD,0113,Main Market,Technology
MALAYSIAN PACIFIC INDUSTRIES,3867,Main Market,Technology
MESINIAGA BHD,5011,Main Market,Technology
MY E.G. SERVICES BHD,0138,Main Market,Technology
MSCM HOLDINGS BERHAD,0041,Main Market,Technology
NOTION VTEC BHD,0083,Main Market,Technology
NOTION VTEC BERHAD - WARRANTS C 2018/2023,0083WC,Main Market,Technology
OMESTI BHD,9008,Main Market,Technology
PENTAMASTER CORPORATION BHD,7160,Main Market,Technology
PRESTARIANG BERHAD,5204,Main Market,Technology
THETA EDGE BERHAD,9075,Main Market,Technology
TRIVE PROPERTY GROUP BERHAD,0118,Main Market,Technology
TRIVE PROPERTY GROUP BERHAD - WARRANTS 2017/2020,0118WB,Main Market,Technology
TURIYA BHD,4359,Main Market,Technology
UNISEM (M) BHD,5005,Main Market,Technology
VITROX CORPORATION BHD,0097,Main Market,Technology
VSTECS BERHAD,5162,Main Market,Technology
WILLOWGLEN MSC BHD,0008,Main Market,Technology
ACME HOLDINGS BERHAD,7131,Main Market,Property
AMCORP PROPERTIES BERHAD,1007,Main Market,Property
AMCORP PROPERTIES BERHAD - PREFERENCE SHARES A,1007PA,Main Market,Property
AMCORP PROPERTIES BERHAD - PREFERENCE SHARES B,1007PB,Main Market,Property
AMVERTON BERHAD,5959,Main Market,Property
ARK RESOURCES HOLDINGS BERHAD,7007,Main Market,Property
ARK RESOURCES HOLDINGS BERHAD - WARRANTS B 2011/2021,7007WB,Main Market,Property
ASIAN PAC HOLDINGS BHD,4057,Main Market,Property
ASIAN PAC HOLDINGS BERHAD - WARRANTS B 2017/2022,4057WB,Main Market,Property
AYER HOLDINGS BERHAD,2305,Main Market,Property
BCB BHD,6602,Main Market,Property
BINA DARULAMAN BHD,6173,Main Market,Property
BERTAM ALLIANCE BHD,9814,Main Market,Property
BERJAYA ASSETS BERHAD,3239,Main Market,Property
BERJAYA ASSETS BERHAD - WARRANTS B 2018/2023,3239WB,Main Market,Property
COUNTRY HEIGHTS HOLDINGS BHD,5738,Main Market,Property
COUNTRY HEIGHTS HOLDINGS BERHAD - WARRANTS B,5738WB,Main Market,Property
CRESCENDO CORPORATION BHD,6718,Main Market,Property
COUNTRY VIEW BHD,5049,Main Market,Property
DAIMAN DEVELOPMENT BHD,5355,Main Market,Property
DAMANSARA REALTY BHD,3484,Main Market,Property
DAMANSARA REALTY BHD-WARRANT A 2017/2020,3484WA,Main Market,Property
DPS RESOURCES BHD,7198,Main Market,Property
DPS RESOURCES BERHAD - WARRANTS B 2015/2025,7198WB,Main Market,Property
EASTERN & ORIENTAL BHD,3417,Main Market,Property
EASTERN & ORIENTAL BERHAD - WARRANTS B 15/19,3417WB,Main Market,Property
ECOFIRST CONSOLIDATED BHD,3557,Main Market,Property
ECOFIRST CONSOLIDATED BHD-WARRANTS 14/19,3557WC,Main Market,Property
ECO WORLD DEVELOPMENT GROUP BERHAD,8206,Main Market,Property
ECO WORLD DEVELOPMENT GROUP BERHAD - WARRANTS 2015/2022,8206WA,Main Market,Property
ENCORP BHD,6076,Main Market,Property
ENRA GROUP BERHAD,8613,Main Market,Property
EUPE CORPORATION BHD,6815,Main Market,Property
EWEIN BERHAD,7249,Main Market,Property
ECO WORLD INTERNATIONAL BERHAD,5283,Main Market,Property
ECO WORLD INTERNATIONAL BERHAD-WARRANTS 2017/2022,5283WA,Main Market,Property
FARLIM GROUP (M) BHD,6041,Main Market,Property
GLOMAC BHD,5020,Main Market,Property
GROMUTUAL BHD,9962,Main Market,Property
GLOBAL ORIENTAL BERHAD,1147,Main Market,Property
GLOBAL ORIENTAL BERHAD-WA 2014/2019,1147WA,Main Market,Property
GSB GROUP BHD,7077,Main Market,Property
GUOCOLAND (MALAYSIA) BHD,1503,Main Market,Property
HCK CAPITAL GROUP BERHAD,7105,Main Market,Property
HCK CAPITAL GROUP BERHAD - WARRANTS,7105WA,Main Market,Property
GRAND HOOVER BHD,7010,Main Market,Property
HUA YANG BHD,5062,Main Market,Property
I-BHD,4251,Main Market,Property
I-BERHAD-WARRANTS A 14/19,4251WA,Main Market,Property
IBRACO BHD,5084,Main Market,Property
IDEAL UNITED BINTANG INTERNATIONAL BERHAD,9687,Main Market,Property
IDEAL UNITED BINTANG INTERNATIONAL BERHAD-WARRANTS B 2016/2021,9687WB,Main Market,Property
IGB BERHAD,5606,Main Market,Property
IGB BERHAD - REDEEMABLE CONVERTIBLE PREFERENCE SHARES (RCPS) 2015/2020,5606PA,Main Market,Property
IGB BERHAD - REDEEMABLE CONVERTIBLE CUMULATIVE PREFERENCE SHARES 2018/2025,5606PB,Main Market,Property
IOI PROPERTIES GROUP BERHAD,5249,Main Market,Property
IVORY PROPERTIES GROUP BERHAD,5175,Main Market,Property
ISKANDAR WATERFRONT CITY BERHAD,1589,Main Market,Property
JIANKUN INTERNATIONAL BERHAD,8923,Main Market,Property
JIANKUN INTERNATIONAL BERHAD - WARRANTS A,8923WA,Main Market,Property
JKG LAND BERHAD,6769,Main Market,Property
KARAMBUNAI CORP BHD,3115,Main Market,Property
KARAMBUNAI CORP BHD -WC 13/23,3115WC,Main Market,Property
KEN HOLDINGS BHD,7323,Main Market,Property
KSL HOLDINGS BHD,5038,Main Market,Property
LAND & GENERAL BHD,3174,Main Market,Property
LBI CAPITAL BHD,8494,Main Market,Property
LBS BINA GROUP BHD,5789,Main Market,Property
LBS BINA GROUP BERHAD - REDEEMABLE CONVERTIBLE PREFERENCE SHARES,5789PA,Main Market,Property
LBS BINA GROUP BERHAD - WARRANTS B,5789WB,Main Market,Property
LIEN HOE CORPORATION BHD,3573,Main Market,Property
MAGNA PRIMA BHD,7617,Main Market,Property
MAGNA PRIMA BERHAD-WARRANTS B 15/20,7617WB,Main Market,Property
MAH SING GROUP BHD,8583,Main Market,Property
MAH SING GROUP BERHAD - WARRANTS C,8583WC,Main Market,Property
MALTON BHD,6181,Main Market,Property
MATRIX CONCEPTS HOLDINGS BHD,5236,Main Market,Property
MATRIX CONCEPTS HOLDINGS BERHAD - WARRANTS A,5236WA,Main Market,Property
MB WORLD GROUP BERHAD,7189,Main Market,Property
MCT BERHAD,5182,Main Market,Property
MEDA INC. BHD,5040,Main Market,Property
MEDA INC. BHD-WARRANTS 11/21,5040WA,Main Market,Property
MEDA INC.BHD-WB 2012/2022,5040WB,Main Market,Property
MEDA INC. BHD- WARRANTS C 14/24,5040WC,Main Market,Property
MENANG CORPORATION (M) BHD,1694,Main Market,Property
MENANG CORPORATION (M) BHD-WARRANTS B 14/19,1694WB,Main Market,Property
MAJUPERAK HOLDINGS BHD,8141,Main Market,Property
MKH BERHAD,6114,Main Market,Property
MK LAND HOLDINGS BHD,8893,Main Market,Property
MALAYSIA PACIFIC CORP BHD,6548,Main Market,Property
MALAYSIAN RESOURCES CORPORATION BERHAD,1651,Main Market,Property
MALAYSIAN RESOURCES CORPORATION BERHAD - WARRANTS B 2017/2027,1651WB,Main Market,Property
MULTI-USAGE HOLDINGS BHD,9539,Main Market,Property
MUI PROPERTIES BHD,3913,Main Market,Property
NAIM HOLDINGS BHD,5073,Main Market,Property
ORIENTAL INTEREST BHD,5827,Main Market,Property
OSK HOLDINGS BHD,5053,Main Market,Property
OSK HOLDINGS BERHAD-WARRANTS C 15/20,5053WC,Main Market,Property
PARAMOUNT CORPORATION BHD,1724,Main Market,Property
PASDEC HOLDINGS BHD,6912,Main Market,Property
PASDEC HOLDINGS BERHAD - WARRANTS A 2018/2023,6912WA,Main Market,Property
PEGASUS HEIGHTS BERHAD,4464,Main Market,Property
PLB ENGINEERING BHD,7055,Main Market,Property
PLENITUDE BHD,5075,Main Market,Property
RAPID SYNERGY BHD,7765,Main Market,Property
SAPURA RESOURCES BHD,4596,Main Market,Property
SBC CORPORATION BHD,5207,Main Market,Property
SELANGOR DREDGING BHD,2224,Main Market,Property
SEAL INCORPORATED BHD,4286,Main Market,Property
SHL CONSOLIDATED BHD,6017,Main Market,Property
SIME DARBY PROPERTY BERHAD,5288,Main Market,Property
SOUTH MALAYSIA INDUSTRIES BHD,4375,Main Market,Property
SENTORIA GROUP BERHAD,5213,Main Market,Property
SENTORIA GROUP BERHAD-WARRANTS A,5213WA,Main Market,Property
SENTORIA GROUP BERHAD-WARRANTS B 2018/2025,5213WB,Main Market,Property
SELANGOR PROPERTIES BHD,1783,Main Market,Property
SP SETIA BHD,8664,Main Market,Property
S P SETIA BERHAD - ISLAMIC REDEEMABLE CONVERTIBLE PREFERENCE SHARES (RCPS-I),8664PA,Main Market,Property
S P SETIA BERHAD - ISLAMIC REDEEMABLE CONVERTIBLE PREFERENCE SHARES B (RCPS-I B),8664PB,Main Market,Property
SUNSURIA BERHAD,3743,Main Market,Property
SUNSURIA BERHAD - WARRANTS A 2015/2020,3743WA,Main Market,Property
SYMPHONY LIFE BERHAD,1538,Main Market,Property
SYMPHONY LIFE BERHAD-WB 13/20,1538WB,Main Market,Property
TADMAX RESOURCES BERHAD,4022,Main Market,Property
TA GLOBAL BHD,5158,Main Market,Property
TALAM TRANSFORM BERHAD,2259,Main Market,Property
TAMBUN INDAH LAND BERHAD,5191,Main Market,Property
TANCO HOLDINGS BHD,2429,Main Market,Property
TANCO HOLDINGS BERHAD - WARRANTS B 2018/2021,2429WB,Main Market,Property
THRIVEN GLOBAL BERHAD,7889,Main Market,Property
THRIVEN GLOBAL BERHAD-WARRANTS B 15/20,7889WB,Main Market,Property
TIGER SYNERGY BERHAD,7079,Main Market,Property
TIGER SYNERGY BERHAD - WARRANTS 2016-2021,7079WC,Main Market,Property
TITIJAYA LAND BERHAD,5239,Main Market,Property
TITIJAYA LAND BERHAD - ICPS 2017/2022,5239PA,Main Market,Property
TROPICANA CORPORATION BERHAD,5401,Main Market,Property
TROPICANA CORP BHD-WA 09/19,5401WA,Main Market,Property
UEM SUNRISE BERHAD,5148,Main Market,Property
UOA DEVELOPMENT BERHAD,5200,Main Market,Property
WMG HOLDINGS BERHAD,6378,Main Market,Property
Y&G CORPORATION BHD,7003,Main Market,Property
Y&G CORPORATION BHD - WARRANTS A 14/19,7003WA,Main Market,Property
YNH PROPERTY BHD,3158,Main Market,Property
YONG TAI BHD,7066,Main Market,Property
YONG TAI BERHAD - ICPS 2016/2026,7066PA,Main Market,Property
YONG TAI BERHAD - WARRANTS 2015/2020,7066WA,Main Market,Property
YTL LAND & DEVELOPMENT BHD,2577,Main Market,Property
EDEN INC. BHD,7471,Main Market,Utilities
EDEN INC. BERHAD - WARRANTS B 2018/2021,7471WB,Main Market,Utilities
GAS MALAYSIA BERHAD,5209,Main Market,Utilities
KUMPULAN PERANGSANG SELANGOR,5843,Main Market,Utilities
MALAKOFF CORPORATION BERHAD,5264,Main Market,Utilities
MEGA FIRST CORPORATION BHD,3069,Main Market,Utilities
MEGA FIRST CORPORATION BERHAD - WARRANTS A 2016/2020,3069WA,Main Market,Utilities
PBA HOLDINGS BHD,5041,Main Market,Utilities
PETRONAS GAS BHD,6033,Main Market,Utilities
RANHILL HOLDINGS BERHAD,5272,Main Market,Utilities
SALCON BHD,8567,Main Market,Utilities
SALCON BERHAD - WARRANTS B 2018/2025,8567WB,Main Market,Utilities
TALIWORKS CORPORATION BHD,8524,Main Market,Utilities
TENAGA NASIONAL BHD,5347,Main Market,Utilities
YTL CORPORATION BHD,4677,Main Market,Utilities
YTL POWER INTERNATIONAL BHD,6742,Main Market,Utilities
ALLIANCE BANK MALAYSIA BERHAD,2488,Main Market,Financial Services
AEON CREDIT SERVICE (M) BHD,5139,Main Market,Financial Services
AFFIN BANK BERHAD,5185,Main Market,Financial Services
ALLIANZ MALAYSIA BHD,1163,Main Market,Financial Services
ALLIANZ MALAYSIA BHD-ICPS,1163PA,Main Market,Financial Services
AMMB HOLDINGS BHD,1015,Main Market,Financial Services
APEX EQUITY HOLDINGS BHD,5088,Main Market,Financial Services
BIMB HOLDINGS BHD,5258,Main Market,Financial Services
BIMB HOLDINGS BERHAD-WA 13/23,5258WA,Main Market,Financial Services
BURSA MALAYSIA BHD,1818,Main Market,Financial Services
CIMB GROUP HOLDINGS BERHAD,1023,Main Market,Financial Services
ECM LIBRA FINANCIAL GRP BHD,2143,Main Market,Financial Services
ELK-DESA RESOURCES BERHAD,5228,Main Market,Financial Services
HONG LEONG BANK BHD,5819,Main Market,Financial Services
HONG LEONG CAPITAL BERHAD,5274,Main Market,Financial Services
HONG LEONG FINANCIAL GROUP BHD,1082,Main Market,Financial Services
INSAS BHD,3379,Main Market,Financial Services
INSAS BERHAD-PREFERENCE SHARES A,3379PA,Main Market,Financial Services
INSAS BERHAD - WB 15/20,3379WB,Main Market,Financial Services
JOHAN HOLDINGS BHD,3441,Main Market,Financial Services
KENANGA INVESTMENT BANK BERHAD,6483,Main Market,Financial Services
KUCHAI DEVELOPMENT BHD,2186,Main Market,Financial Services
LPI CAPITAL BHD,8621,Main Market,Financial Services
MAA GROUP BERHAD,1198,Main Market,Financial Services
MANULIFE HOLDINGS BERHAD,1058,Main Market,Financial Services
MALAYAN BANKING BHD,1155,Main Market,Financial Services
MALAYSIA BUILDING SOCIETY BHD,1171,Main Market,Financial Services
MNRB HOLDINGS BHD,6459,Main Market,Financial Services
MPHB Capital Berhad,5237,Main Market,Financial Services
PACIFIC & ORIENT BHD,6009,Main Market,Financial Services
PUBLIC BANK BHD,1295,Main Market,Financial Services
RCE CAPITAL BHD,9296,Main Market,Financial Services
RHB BANK BERHAD,1066,Main Market,Financial Services
TA ENTERPRISE BHD,4898,Main Market,Financial Services
SYARIKAT TAKAFUL MALAYSIA KELUARGA BERHAD,6139,Main Market,Financial Services
TUNE PROTECT GROUP BERHAD,5230,Main Market,Financial Services
ASIA MEDIA GROUP BERHAD,0159,Main Market,Telecommunications & Media
AMTEL HOLDINGS BHD,7031,Main Market,Telecommunications & Media
ASTRO MALAYSIA HOLDINGS BERHAD,6399,Main Market,Telecommunications & Media
AXIATA GROUP BERHAD,6888,Main Market,Telecommunications & Media
BERJAYA MEDIA BHD,6025,Main Market,Telecommunications & Media
DIGI.COM BHD,6947,Main Market,Telecommunications & Media
ECOBUILT HOLDINGS BERHAD,0059,Main Market,Telecommunications & Media
GREEN PACKET BHD,0082,Main Market,Telecommunications & Media
GREEN PACKET BERHAD - WARRANTS B 2018/2023,0082WB,Main Market,Telecommunications & Media
MAXIS BERHAD,6012,Main Market,Telecommunications & Media
MEDIA PRIMA BHD,4502,Main Market,Telecommunications & Media
MEDIA CHINESE INTERNATIONAL LT,5090,Main Market,Telecommunications & Media
OCK GROUP BERHAD,0172,Main Market,Telecommunications & Media
OCK GROUP BERHAD - WARRANTS A 2015/2020,0172WA,Main Market,Telecommunications & Media
PELANGI PUBLISHING GROUP BHD,7190,Main Market,Telecommunications & Media
SASBADI HOLDINGS BHD,5252,Main Market,Telecommunications & Media
SENI JAYA CORPORATION BHD,9431,Main Market,Telecommunications & Media
STAR MEDIA GROUP BERHAD,6084,Main Market,Telecommunications & Media
TIME DOTCOM BHD,5031,Main Market,Telecommunications & Media
TELEKOM MALAYSIA BHD,4863,Main Market,Telecommunications & Media
UTUSAN MELAYU (M) BHD,5754,Main Market,Telecommunications & Media
THREE-A RESOURCES BHD,0012,Main Market,Consumer Products & Services
AIRASIA X BERHAD,5238,Main Market,Consumer Products & Services
AIRASIA X BERHAD - WARRANTS  A  2015/2020,5238WA,Main Market,Consumer Products & Services
ACOUSTECH BHD,7120,Main Market,Consumer Products & Services
AEON CO. (M) BHD,6599,Main Market,Consumer Products & Services
AHB HOLDINGS BHD,7315,Main Market,Consumer Products & Services
AHB HOLDINGS BERHAD - WARRANTS B 2014/2019,7315WB,Main Market,Consumer Products & Services
AIRASIA GROUP BERHAD,5099,Main Market,Consumer Products & Services
AJINOMOTO (M) BHD,2658,Main Market,Consumer Products & Services
AMTEK HOLDINGS BHD,7051,Main Market,Consumer Products & Services
AMWAY (M) HOLDINGS BHD,6351,Main Market,Consumer Products & Services
APFT BERHAD,5194,Main Market,Consumer Products & Services
APOLLO FOOD HOLDINGS BHD,6432,Main Market,Consumer Products & Services
ADVANCE SYNERGY BHD,1481,Main Market,Consumer Products & Services
ASIA BRANDS BERHAD,7722,Main Market,Consumer Products & Services
ASIA FILE CORPORATION BHD,7129,Main Market,Consumer Products & Services
ATLAN HOLDINGS BHD,7048,Main Market,Consumer Products & Services
AVILLION BERHAD,8885,Main Market,Consumer Products & Services
BRITISH AMERICAN TOBACCO (M),4162,Main Market,Consumer Products & Services
BERMAZ AUTO BERHAD,5248,Main Market,Consumer Products & Services
BIO OSMO BHD,7243,Main Market,Consumer Products & Services
BERJAYA FOOD BERHAD,5196,Main Market,Consumer Products & Services
BERJAYA LAND BHD,4219,Main Market,Consumer Products & Services
BERJAYA SPORTS TOTO BHD,1562,Main Market,Consumer Products & Services
BONIA CORPORATION BHD,9288,Main Market,Consumer Products & Services
BRAHIMS HOLDINGS BERHAD,9474,Main Market,Consumer Products & Services
CAB CAKARAN CORPORATION BHD,7174,Main Market,Consumer Products & Services
CAB CAKARAN CORPORATION BERHAD - Warrants 2015/2020,7174WA,Main Market,Consumer Products & Services
CAELY HOLDINGS BHD,7154,Main Market,Consumer Products & Services
CAELY HOLDINGS BERHAD - WARRANTS 2018/2021,7154WA,Main Market,Consumer Products & Services
CAM RESOURCES BHD,7128,Main Market,Consumer Products & Services
CARING PHARMACY GROUP BERHAD,5245,Main Market,Consumer Products & Services
CARLSBERG BREWERY MALAYSIA BHD,2836,Main Market,Consumer Products & Services
CYCLE & CARRIAGE BINTANG BHD,2925,Main Market,Consumer Products & Services
CCK CONSOLIDATED HOLDINGS BHD,7035,Main Market,Consumer Products & Services
CCK CONSOLIDATED HOLDINGS BERHAD - WARRANTS 2018/2023,7035WA,Main Market,Consumer Products & Services
CHEETAH HOLDINGS BHD,7209,Main Market,Consumer Products & Services
C.I. HOLDINGS BHD,2828,Main Market,Consumer Products & Services
CNI HOLDINGS BHD,5104,Main Market,Consumer Products & Services
CHINA OUHUA WINERY HLDGS LTD,5188,Main Market,Consumer Products & Services
COCOALAND HOLDINGS BHD,7205,Main Market,Consumer Products & Services
CLASSIC SCENIC BHD,7202,Main Market,Consumer Products & Services
CHINA STATIONERY LIMITED,5214,Main Market,Consumer Products & Services
CWG HOLDINGS BERHAD,9423,Main Market,Consumer Products & Services
D.B.E. GURNEY RESOURCES BHD,7179,Main Market,Consumer Products & Services
D.B.E. GURNEY RESOURCES BERHAD - WARRANTS 2017/2022,7179WB,Main Market,Consumer Products & Services
DEGEM BHD,7119,Main Market,Consumer Products & Services
DKSH HOLDINGS(M)BHD,5908,Main Market,Consumer Products & Services
DUTCH LADY MILK INDUSTRIES BHD,3026,Main Market,Consumer Products & Services
DRB-HICOM BHD,1619,Main Market,Consumer Products & Services
EASTLAND EQUITY BHD,2097,Main Market,Consumer Products & Services
ESTHETICS INTERNATIONAL GROUP,5081,Main Market,Consumer Products & Services
EKA NOODLES BERHAD,7182,Main Market,Consumer Products & Services
EMICO HOLDINGS BHD,9091,Main Market,Consumer Products & Services
ENG KAH CORPORATION BHD,7149,Main Market,Consumer Products & Services
EURO HOLDINGS BHD,7208,Main Market,Consumer Products & Services
EUROSPAN HOLDINGS BHD,7094,Main Market,Consumer Products & Services
FRASER & NEAVE HOLDINGS BHD,3689,Main Market,Consumer Products & Services
FCW HOLDINGS BHD,2755,Main Market,Consumer Products & Services
FIAMMA HOLDINGS BHD,6939,Main Market,Consumer Products & Services
FEDERAL INTERNATIONAL HOLDINGS BERHAD,8605,Main Market,Consumer Products & Services
FEDERAL INTERNATIONAL HOLDINGS BERHAD - RCPS 16/26,8605PA,Main Market,Consumer Products & Services
FEDERAL INTERNATIONAL HOLDINGS BERHAD - RCPS 18/28,8605PB,Main Market,Consumer Products & Services
FORMOSA PROSONIC INDUSTRIES,9172,Main Market,Consumer Products & Services
G3 GLOBAL BERHAD,7184,Main Market,Consumer Products & Services
G3 GLOBAL BERHAD - WARRANTS 2017/2022,7184WA,Main Market,Consumer Products & Services
GUAN CHONG BHD,5102,Main Market,Consumer Products & Services
GRAND CENTRAL ENTERPRISES BHD,5592,Main Market,Consumer Products & Services
GENTING MALAYSIA BERHAD,4715,Main Market,Consumer Products & Services
GENTING BHD,3182,Main Market,Consumer Products & Services
GETS GLOBAL BERHAD,5079,Main Market,Consumer Products & Services
GREENYIELD BHD,0136,Main Market,Consumer Products & Services
HAI-O ENTERPRISE BHD,7668,Main Market,Consumer Products & Services
HARRISONS HOLDINGS (M) BHD,5008,Main Market,Consumer Products & Services
HB GLOBAL LIMITED,5187,Main Market,Consumer Products & Services
HEINEKEN MALAYSIA BERHAD,3255,Main Market,Consumer Products & Services
HONG LEONG INDUSTRIES BHD,3301,Main Market,Consumer Products & Services
HOMERITZ CORPORATION BERHAD,5160,Main Market,Consumer Products & Services
HOMERITZ CORPORATION BERHAD - WARRANTS 2015/2020,5160WA,Main Market,Consumer Products & Services
HUP SENG INDUSTRIES BHD,5024,Main Market,Consumer Products & Services
HWA TAI INDUSTRIES BHD,8478,Main Market,Consumer Products & Services
IQ GROUP HOLDINGS BHD,5107,Main Market,Consumer Products & Services
JADI IMAGING HOLDINGS BHD,7223,Main Market,Consumer Products & Services
JAYCORP BHD,7152,Main Market,Consumer Products & Services
JERASIA CAPITAL BHD,8931,Main Market,Consumer Products & Services
JOHORE TIN BHD,7167,Main Market,Consumer Products & Services
KAMDAR GROUP(M)BHD,8672,Main Market,Consumer Products & Services
KAREX BERHAD,5247,Main Market,Consumer Products & Services
KAWAN FOOD BHD,7216,Main Market,Consumer Products & Services
KUANTAN FLOUR MILLS BHD,8303,Main Market,Consumer Products & Services
KHEE SAN BHD,6203,Main Market,Consumer Products & Services
KHIND HOLDINGS BHD,7062,Main Market,Consumer Products & Services
KUMPULAN POWERNET BHD,7130,Main Market,Consumer Products & Services
K-STAR SPORTS LIMITED,5172,Main Market,Consumer Products & Services
K-STAR SPORTS LIMITED - WARRANTS 2018/2021,5172WA,Main Market,Consumer Products & Services
KONSORTIUM TRANSNASIONAL BHD,4847,Main Market,Consumer Products & Services
LANDMARKS BHD,1643,Main Market,Consumer Products & Services
LATITUDE TREE HOLDINGS BHD,7006,Main Market,Consumer Products & Services
LAY HONG BHD,9385,Main Market,Consumer Products & Services
LAY HONG BERHAD - WARRANTS 2016/2021,9385WA,Main Market,Consumer Products & Services
LEE SWEE KIAT GROUP BHD,8079,Main Market,Consumer Products & Services
