name,code,Sector_main,sector
SIME-C29: CW SIME DARBY BERHAD (MACQ),419729,Warrants,Consumer Products & Services
SIME-C30: CW SIME DARBY BERHAD (MACQ),419730,Warrants,Consumer Products & Services
SIME-C31: CW SIME DARBY BERHAD (KIBB),419731,Warrants,Consumer Products & Services
SIME-C32: CW SIME DARBY BERHAD (MIBB),419732,Warrants,Consumer Products & Services
SIME-C33: CW SIME DARBY BERHAD (CIMB),419733,Warrants,Consumer Products & Services
UMW-C10: CW UMW HOLDINGS BERHAD (KIBB),458810,Warrants,Consumer Products & Services
UMW-C11: CW UMW HOLDINGS BERHAD (CIMB),458811,Warrants,Consumer Products & Services
UMW-C12: CW UMW HOLDINGS BERHAD (RHB),458812,Warrants,Consumer Products & Services
UMW-C13: CW UMW HOLDINGS BERHAD (CIMB),458813,Warrants,Consumer Products & Services
UMW-C14: CW UMW HOLDINGS BERHAD (KIBB),458814,Warrants,Consumer Products & Services
UMW-C15: CW UMW HOLDINGS BERHAD (MACQ),458815,Warrants,Consumer Products & Services
UMW-C16: CW UMW HOLDINGS BERHAD (RHB),458816,Warrants,Consumer Products & Services
UMW-C17: CW UMW HOLDINGS BERHAD (MACQ),458817,Warrants,Consumer Products & Services
UMW-C9: CW UMW HOLDINGS BERHAD (RHB),4588C9,Warrants,Consumer Products & Services
BJTOTO-CW: CW BERJAYA SPORTS TOTO BERHAD (MACQ),1562CW,Warrants,Property
E&O-C13: CW EASTERN & ORIENTAL BERHAD (MACQ),341713,Warrants,Property
ECOWLD-CQ: CW ECO WORLD DEVELOPMENT GROUP BERHAD (MIBB),8206CQ,Warrants,Property
ECOWLD-CS: CW ECO WORLD DEVELOPMENT GROUP BERHAD (MACQ),8206CS,Warrants,Property
ECOWLD-CT: CW ECO WORLD DEVELOPMENT GROUP BERHAD (KIBB),8206CT,Warrants,Property
IOIPG-CU: CW IOI PROPERTIES GROUP BERHAD (AM),5249CU,Warrants,Property
IOIPG-CV: CW IOI PROPERTIES GROUP BERHAD (RHB),5249CV,Warrants,Property
MAHSING-C17: CW MAH SING GROUP BERHAD (MACQ),858317,Warrants,Property
MAHSING-C18: CW MAH SING GROUP BERHAD (RHB),858318,Warrants,Property
MAHSING-C19: CW MAH SING GROUP BERHAD (KIBB),858319,Warrants,Property
MRCB-C34: CW MALAYSIAN RESOURCES CORPORATION BERHAD (MACQ),165134,Warrants,Property
MRCB-C35: CW MALAYSIAN RESOURCES CORPORATION BERHAD (KIBB),165135,Warrants,Property
MRCB-C36: CW MALAYSIAN RESOURCES CORPORATION BERHAD (AM),165136,Warrants,Property
MRCB-C37: CW MALAYSIAN RESOURCES CORPORATION BERHAD (MACQ),165137,Warrants,Property
MRCB-C38: CW MALAYSIAN RESOURCES CORPORATION BERHAD (KIBB),165138,Warrants,Property
MRCB-C39: CW MALAYSIAN RESOURCES CORPORATION BERHAD (KIBB),165139,Warrants,Property
MRCB-C40: CW MALAYSIAN RESOURCES CORPORATION BERHAD (MIBB),165140,Warrants,Property
MRCB-C41: CW MALAYSIAN RESOURCES CORPORATION BERHAD (CIMB),165141,Warrants,Property
MRCB-C42: CW MALAYSIAN RESOURCES CORPORATION BERHAD (KIBB),165142,Warrants,Property
MRCB-C43: CW MALAYSIAN RESOURCES CORPORATION BERHAD (MACQ),165143,Warrants,Property
SIMEPROP-CG: CW SIME DARBY PROPERTY BERHAD (MIBB),5288CG,Warrants,Property
SIMEPROP-CH: CW SIME DARBY PROPERTY BERHAD (MACQ),5288CH,Warrants,Property
SIMEPROP-CI: CW SIME DARBY PROPERTY BERHAD (KIBB),5288CI,Warrants,Property
SIMEPROP-CJ: CW SIME DARBY PROPERTY BERHAD (CIMB),5288CJ,Warrants,Property
SIMEPROP-CK: CW SIME DARBY PROPERTY BERHAD (RHB),5288CK,Warrants,Property
SIMEPROP-CL: CW SIME DARBY PROPERTY BERHAD (KIBB),5288CL,Warrants,Property
SPSETIA-C10: CW S P SETIA BERHAD (CIMB),866410,Warrants,Property
SPSETIA-C11: CW S P SETIA BERHAD (RHB),866411,Warrants,Property
SPSETIA-C12: CW S P SETIA BERHAD (KIBB),866412,Warrants,Property
SPSETIA-C13: CW S P SETIA BERHAD (MACQ),866413,Warrants,Property
SPSETIA-C14: CW S P SETIA BERHAD (CIMB),866414,Warrants,Property
SPSETIA-C15: CW S P SETIA BERHAD (RHB),866415,Warrants,Property
SPSETIA-C16: CW S P SETIA BERHAD (MIBB),866416,Warrants,Property
SPSETIA-C9: CW SP SETIA BERHAD (RHB),8664C9,Warrants,Property
UEMS-C64: CW UEM SUNRISE BERHAD (MIBB),514864,Warrants,Property
UEMS-C65: CW UEM SUNRISE BERHAD (MACQ),514865,Warrants,Property
UEMS-C66: CW UEM SUNRISE BERHAD (KIBB),514866,Warrants,Property
ABMB-CY: CW ALLIANCE BANK MALAYSIA BERHAD (MIBB),2488CY,Warrants,Financial Services
AMBANK-C10: CW AMMB HOLDINGS BERHAD (CIMB),101510,Warrants,Financial Services
AMBANK-C11: CW AMMB HOLDINGS BERHAD (MIBB),101511,Warrants,Financial Services
AMBANK-C12: CW AMMB HOLDINGS BERHAD (RHB),101512,Warrants,Financial Services
AMBANK-C13: CW AMMB HOLDINGS BERHAD (MACQ),101513,Warrants,Financial Services
BURSA-C20: CW BURSA MALAYSIA BERHAD (MACQ),181820,Warrants,Financial Services
BURSA-C21: CW BURSA MALAYSIA BERHAD (RHB),181821,Warrants,Financial Services
BURSA-C22: CW BURSA MALAYSIA BERHAD (MACQ),181822,Warrants,Financial Services
BURSA-C23: CW BURSA MALAYSIA BERHAD (CIMB),181823,Warrants,Financial Services
CIMB-C40: CW CIMB GROUP HOLDINGS BERHAD (MACQ),102340,Warrants,Financial Services
CIMB-C41: CW CIMB GROUP HOLDINGS BERHAD (MIBB),102341,Warrants,Financial Services
CIMB-C42: CW CIMB GROUP HOLDINGS BERHAD (MIBB),102342,Warrants,Financial Services
CIMB-C43: CW CIMB GROUP HOLDINGS BERHAD (MACQ),102343,Warrants,Financial Services
CIMB-C44: CW CIMB GROUP HOLDINGS BERHAD (KIBB),102344,Warrants,Financial Services
CIMB-C45: CW CIMB GROUP HOLDINGS BERHAD (MACQ),102345,Warrants,Financial Services
CIMB-C46: CW CIMB GROUP HOLDINGS BERHAD (RHB),102346,Warrants,Financial Services
CIMB-C47: CW CIMB GROUP HOLDINGS BERHAD (AM),102347,Warrants,Financial Services
HLBANK-CN: CW HONG LEONG BANK BERHAD (CIMB),5819CN,Warrants,Financial Services
HLBANK-CO: CW HONG LEONG BANK BERHAD (RHB),5819CO,Warrants,Financial Services
MAYBANKC43: CW MALAYAN BANKING BERHAD (CIMB),115543,Warrants,Financial Services
MAYBANKC44: CW MALAYAN BANKING BERHAD (MACQ),115544,Warrants,Financial Services
MAYBANKC45: CW MALAYAN BANKING BERHAD (AM),115545,Warrants,Financial Services
MAYBANKC46: CW MALAYAN BANKING BERHAD (CIMB),115546,Warrants,Financial Services
MAYBANKC47: CW MALAYAN BANKING BERHAD (RHB),115547,Warrants,Financial Services
MAYBANKC48: CW MALAYAN BANKING BERHAD (MACQ),115548,Warrants,Financial Services
MAYBANKC49: CW MALAYAN BANKING BERHAD (MACQ),115549,Warrants,Financial Services
MAYBANKC50: CW MALAYAN BANKING BERHAD (RHB),115550,Warrants,Financial Services
MAYBANKC51: CW MALAYAN BANKING BERHAD (KIBB),115551,Warrants,Financial Services
MAYBANKC52: CW MALAYAN BANKING BERHAD (CIMB),115552,Warrants,Financial Services
MAYBANKC53: CW MALAYAN BANKING BERHAD (AM),115553,Warrants,Financial Services
MBSB-C15: CW MALAYSIA BUILDING SOCIETY BERHAD (CIMB),117115,Warrants,Financial Services
MBSB-C16: CW MALAYSIA BUILDING SOCIETY BERHAD (MIBB),117116,Warrants,Financial Services
MBSB-C17: CW MALAYSIA BUILDING SOCIETY BERHAD (CIMB),117117,Warrants,Financial Services
MBSB-C18: CW MALAYSIA BUILDING SOCIETY BERHAD (MACQ),117118,Warrants,Financial Services
MBSB-C19: CW MALAYSIA BUILDING SOCIETY BERHAD (KIBB),117119,Warrants,Financial Services
MBSB-C20: CW MALAYSIA BUILDING SOCIETY BERHAD (MACQ),117120,Warrants,Financial Services
MBSB-C21: CW MALAYSIA BUILDING SOCIETY BERHAD (CIMB),117121,Warrants,Financial Services
PBBANK-C26: CW PUBLIC BANK BERHAD (MACQ),129526,Warrants,Financial Services
PBBANK-C27: CW PUBLIC BANK BERHAD (CIMB),129527,Warrants,Financial Services
PBBANK-C28: CW PUBLIC BANK BERHAD (MIBB),129528,Warrants,Financial Services
PBBANK-C29: CW PUBLIC BANK BERHAD (KIBB),129529,Warrants,Financial Services
PBBANK-C30: CW PUBLIC BANK BERHAD (RHB),129530,Warrants,Financial Services
PBBANK-C31: CW PUBLIC BANK BERHAD (MACQ),129531,Warrants,Financial Services
RHBBANKC10: CW RHB BANK BERHAD (MIBB),106610,Warrants,Financial Services
RHBBANKC11: CW RHB BANK BERHAD (AM),106611,Warrants,Financial Services
RHBBANKC12: CW RHB BANK BERHAD (MACQ),106612,Warrants,Financial Services
RHBBANKC13: CW RHB BANK BERHAD (CIMB),106613,Warrants,Financial Services
TAKAFUL-CC: CW SYARIKAT TAKAFUL MALAYSIA KELUARGA BERHAD (CIMB),6139CC,Warrants,Financial Services
TAKAFUL-CD: CW SYARIKAT TAKAFUL MALAYSIA KELUARGA BERHAD (MIBB),6139CD,Warrants,Financial Services
ASTRO-C10: CW ASTRO MALAYSIA HOLDINGS BERHAD (RHB),639910,Warrants,Telecommunications & Media
ASTRO-C11: CW ASTRO MALAYSIA HOLDINGS BERHAD (KIBB),639911,Warrants,Telecommunications & Media
ASTRO-C12: CW ASTRO MALAYSIA HOLDINGS BERHAD (MACQ),639912,Warrants,Telecommunications & Media
ASTRO-C13: CW ASTRO MALAYSIA HOLDINGS BERHAD (MIBB),639913,Warrants,Telecommunications & Media
ASTRO-C14: CW ASTRO MALAYSIA HOLDINGS BERHAD (CIMB),639914,Warrants,Telecommunications & Media
AXIATA-C28: CW AXIATA GROUP BERHAD (CIMB),688828,Warrants,Telecommunications & Media
AXIATA-C29: CW AXIATA GROUP BERHAD (KIBB),688829,Warrants,Telecommunications & Media
AXIATA-C30: CW AXIATA GROUP BERHAD (MIBB),688830,Warrants,Telecommunications & Media
AXIATA-C31: CW AXIATA GROUP BERHAD (AM),688831,Warrants,Telecommunications & Media
AXIATA-C32: CW AXIATA GROUP BERHAD (RHB),688832,Warrants,Telecommunications & Media
AXIATA-C33: CW AXIATA GROUP BERHAD (MACQ),688833,Warrants,Telecommunications & Media
AXIATA-C34: CW AXIATA GROUP BERHAD (CIMB),688834,Warrants,Telecommunications & Media
AXIATA-C35: CW AXIATA GROUP BERHAD (KIBB),688835,Warrants,Telecommunications & Media
AXIATA-C36: CW AXIATA GROUP BERHAD (RHB),688836,Warrants,Telecommunications & Media
AXIATA-C37: CW AXIATA GROUP BERHAD (CIMB),688837,Warrants,Telecommunications & Media
DIGI-C24: CW DIGI.COM BERHAD (CIMB),694724,Warrants,Telecommunications & Media
DIGI-C25: CW DIGI.COM BERHAD (MIBB),694725,Warrants,Telecommunications & Media
DIGI-C26: CW DIGI.COM BERHAD (RHB),694726,Warrants,Telecommunications & Media
DIGI-C27: CW DIGI.COM BERHAD (KIBB),694727,Warrants,Telecommunications & Media
DIGI-C28: CW DIGI.COM BERHAD (MACQ),694728,Warrants,Telecommunications & Media
MAXIS-C10: CW MAXIS BERHAD (CIMB),601210,Warrants,Telecommunications & Media
MAXIS-C8: CW MAXIS BERHAD (MIBB),6012C8,Warrants,Telecommunications & Media
MAXIS-C9: CW MAXIS BERHAD (KIBB),6012C9,Warrants,Telecommunications & Media
TM-C27: CW TELEKOM MALAYSIA BERHAD (MACQ),486327,Warrants,Telecommunications & Media
TM-C28: CW TELEKOM MALAYSIA BERHAD (CIMB),486328,Warrants,Telecommunications & Media
TM-C29: CW TELEKOM MALAYSIA BERHAD (KIBB),486329,Warrants,Telecommunications & Media
TM-C30: CW TELEKOM MALAYSIA BERHAD (MIBB),486330,Warrants,Telecommunications & Media
TM-C31: CW TELEKOM MALAYSIA BERHAD (MIBB),486331,Warrants,Telecommunications & Media
TM-C32: CW TELEKOM MALAYSIA BERHAD (MACQ),486332,Warrants,Telecommunications & Media
TM-C33: CW TELEKOM MALAYSIA BERHAD (MIBB),486333,Warrants,Telecommunications & Media
TM-C34: CW TELEKOM MALAYSIA BERHAD (CIMB),486334,Warrants,Telecommunications & Media
TM-C35: CW TELEKOM MALAYSIA BERHAD (MACQ),486335,Warrants,Telecommunications & Media
TM-C36: CW TELEKOM MALAYSIA BERHAD (MACQ),486336,Warrants,Telecommunications & Media
TM-C37: CW TELEKOM MALAYSIA BERHAD (CIMB),486337,Warrants,Telecommunications & Media
TM-C38: CW TELEKOM MALAYSIA BERHAD (KIBB),486338,Warrants,Telecommunications & Media
TM-C39: CW TELEKOM MALAYSIA BERHAD (MACQ),486339,Warrants,Telecommunications & Media
TM-C40: CW TELEKOM MALAYSIA BERHAD (RHB),486340,Warrants,Telecommunications & Media
AIRPORT-C2: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (RHB),5014C2,Warrants,Transportation & Logistics
AIRPORT-C3: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (AM),5014C3,Warrants,Transportation & Logistics
AIRPORT-C4: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (CIMB),5014C4,Warrants,Transportation & Logistics
AIRPORT-C5: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (MACQ),5014C5,Warrants,Transportation & Logistics
AIRPORT-C6: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (RHB),5014C6,Warrants,Transportation & Logistics
AIRPORT-C7: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (KIBB),5014C7,Warrants,Transportation & Logistics
MISC-C19: CW MISC BERHAD (CIMB),381619,Warrants,Transportation & Logistics
MISC-C20: CW MISC BERHAD (MACQ),381620,Warrants,Transportation & Logistics
MISC-C21: CW MISC BERHAD (RHB),381621,Warrants,Transportation & Logistics
POS-C21: CW POS MALAYSIA BERHAD (MACQ),463421,Warrants,Transportation & Logistics
POS-C22: CW POS MALAYSIA BERHAD (CIMB),463422,Warrants,Transportation & Logistics
POS-C23: CW POS MALAYSIA BERHAD (MIBB),463423,Warrants,Transportation & Logistics
POS-C24: CW POS MALAYSIA BERHAD (AM),463424,Warrants,Transportation & Logistics
POS-C25: CW POS MALAYSIA BERHAD (RHB),463425,Warrants,Transportation & Logistics
POS-C26: CW POS MALAYSIA BERHAD (KIBB),463426,Warrants,Transportation & Logistics
POS-C27: CW POS MALAYSIA BERHAD (CIMB),463427,Warrants,Transportation & Logistics
POS-C28: CW POS MALAYSIA BERHAD (MACQ),463428,Warrants,Transportation & Logistics
POS-C29: CW POS MALAYSIA BERHAD (MACQ),463429,Warrants,Transportation & Logistics
POS-C30: CW POS MALAYSIA BERHAD (RHB),463430,Warrants,Transportation & Logistics
POS-C31: CW POS MALAYSIA BERHAD (MACQ),463431,Warrants,Transportation & Logistics
POS-C32: CW POS MALAYSIA BERHAD (KIBB),463432,Warrants,Transportation & Logistics
POS-C33: CW POS MALAYSIA BERHAD (CIMB),463433,Warrants,Transportation & Logistics
POS-C34: CW POS MALAYSIA BERHAD (MIBB),463434,Warrants,Transportation & Logistics
WPRTS-CX: CW WESTPORTS HOLDINGS BERHAD (RHB),5246CX,Warrants,Transportation & Logistics
WPRTS-CY: CW WESTPORTS HOLDINGS BERHAD (CIMB),5246CY,Warrants,Transportation & Logistics
EKOVEST-CQ: CW EKOVEST BERHAD (RHB),8877CQ,Warrants,Construction
EKOVEST-CR: CW EKOVEST BERHAD (KIBB),8877CR,Warrants,Construction
EKOVEST-CS: CW EKOVEST BERHAD (RHB),8877CS,Warrants,Construction
EKOVEST-CT: CW EKOVEST BERHAD (MACQ),8877CT,Warrants,Construction
GAMUDA-C51: CW GAMUDA BERHAD (MIBB),539851,Warrants,Construction
GAMUDA-C53: CW GAMUDA BERHAD (CIMB),539853,Warrants,Construction
GAMUDA-C56: CW GAMUDA BERHAD (MACQ),539856,Warrants,Construction
GAMUDA-C57: CW GAMUDA BERHAD (CIMB),539857,Warrants,Construction
GAMUDA-C58: CW GAMUDA BERHAD (MACQ),539858,Warrants,Construction
GAMUDA-C59: CW GAMUDA BERHAD (CIMB),539859,Warrants,Construction
GAMUDA-C60: CW GAMUDA BERHAD (KIBB),539860,Warrants,Construction
GAMUDA-C61: CW GAMUDA BERHAD (MACQ),539861,Warrants,Construction
GAMUDA-C62: CW GAMUDA BERHAD (AM),539862,Warrants,Construction
GAMUDA-C63: CW GAMUDA BERHAD (MIBB),539863,Warrants,Construction
IJM-C20: CW IJM CORPORATION BERHAD (MIBB),333620,Warrants,Construction
IJM-C21: CW IJM CORPORATION BERHAD (CIMB),333621,Warrants,Construction
IJM-C22: CW IJM CORPORATION BERHAD (KIBB),333622,Warrants,Construction
IJM-C24: CW IJM CORPORATION BERHAD (KIBB),333624,Warrants,Construction
IJM-C25: CW IJM CORPORATION BERHAD (AM),333625,Warrants,Construction
KERJAYA-CJ: CW KERJAYA PROSPEK GROUP BERHAD (AM),7161CJ,Warrants,Construction
SUNCON-CT: CW SUNWAY CONSTRUCTION GROUP BERHAD (KIBB),5263CT,Warrants,Construction
SUNCON-CU: CW SUNWAY CONSTRUCTION GROUP BERHAD (MIBB),5263CU,Warrants,Construction
SUNCON-CV: CW SUNWAY CONSTRUCTION GROUP BERHAD (AM),5263CV,Warrants,Construction
WCT-C14: CW WCT HOLDINGS BERHAD (MACQ),967914,Warrants,Construction
WCT-C15: CW WCT HOLDINGS BERHAD (RHB),967915,Warrants,Construction
WCT-C16: CW WCT HOLDINGS BERHAD (KIBB),967916,Warrants,Construction
BJCORP-C10: CW BERJAYA CORPORATION BERHAD (MACQ),339510,Warrants,Industrial Products & Services
BJCORP-C11: CW BERJAYA CORPORATION BERHAD (RHB),339511,Warrants,Industrial Products & Services
CMSB-C14: CW CAHYA MATA SARAWAK BERHAD (MIBB),285214,Warrants,Industrial Products & Services
CMSB-C15: CW CAHYA MATA SARAWAK BERHAD (RHB),285215,Warrants,Industrial Products & Services
HAPSENG-CX: CW HAP SENG CONSOLIDATED BERHAD (CIMB),3034CX,Warrants,Industrial Products & Services
PCHEM-C22: CW PETRONAS CHEMICALS GROUP BERHAD (RHB),518322,Warrants,Industrial Products & Services
PCHEM-C23: CW PETRONAS CHEMICALS GROUP BERHAD (MACQ),518323,Warrants,Industrial Products & Services
PCHEM-C24: CW PETRONAS CHEMICALS GROUP BERHAD (CIMB),518324,Warrants,Industrial Products & Services
PCHEM-C25: CW PETRONAS CHEMICALS GROUP BERHAD (KIBB),518325,Warrants,Industrial Products & Services
PCHEM-C26: CW PETRONAS CHEMICALS GROUP BERHAD (MACQ),518326,Warrants,Industrial Products & Services
PCHEM-C27: CW PETRONAS CHEMICALS GROUP BERHAD (MIBB),518327,Warrants,Industrial Products & Services
PCHEM-C28: CW PETRONAS CHEMICALS GROUP BERHAD (KIBB),518328,Warrants,Industrial Products & Services
PCHEM-C29: CW PETRONAS CHEMICALS GROUP BERHAD (AM),518329,Warrants,Industrial Products & Services
PCHEM-C30: CW PETRONAS CHEMICALS GROUP BERHAD (RHB),518330,Warrants,Industrial Products & Services
PCHEM-C31: CW PETRONAS CHEMICALS GROUP BERHAD (CIMB),518331,Warrants,Industrial Products & Services
PESTECH-CF: CW PESTECH INTERNATIONAL BERHAD (AM),5219CF,Warrants,Industrial Products & Services
PMETAL-C15: CW PRESS METAL ALUMINIUM HOLDINGS BERHAD (CIMB),886915,Warrants,Industrial Products & Services
PMETAL-C16: CW PRESS METAL ALUMINIUM HOLDINGS BERHAD (KIBB),886916,Warrants,Industrial Products & Services
PMETAL-C17: CW PRESS METAL ALUMINIUM HOLDINGS BERHAD (MACQ),886917,Warrants,Industrial Products & Services
PMETAL-C18: CW PRESS METAL ALUMINIUM HOLDINGS BERHAD (MIBB),886918,Warrants,Industrial Products & Services
PMETAL-C19: CW PRESS METAL ALUMINIUM HOLDINGS BERHAD (RHB),886919,Warrants,Industrial Products & Services
PMETAL-C20: CW PRESS METAL ALUMINIUM HOLDINGS BERHAD (CIMB),886920,Warrants,Industrial Products & Services
PMETAL-C21: CW PRESS METAL ALUMINIUM HOLDINGS BERHAD (MACQ),886921,Warrants,Industrial Products & Services
PMETAL-C22: CW PRESS METAL ALUMINIUM HOLDINGS BERHAD (AM),886922,Warrants,Industrial Products & Services
PMETAL-C23: CW PRESS METAL ALUMINIUM HOLDINGS BERHAD (MIBB),886923,Warrants,Industrial Products & Services
PMETAL-C24: CW PRESS METAL ALUMINIUM HOLDINGS BERHAD (KIBB),886924,Warrants,Industrial Products & Services
PMETAL-C25: CW PRESS METAL ALUMINIUM HOLDINGS BERHAD (RHB),886925,Warrants,Industrial Products & Services
PMETAL-C26: CW PRESS METAL ALUMINIUM HOLDINGS BERHAD (MACQ),886926,Warrants,Industrial Products & Services
PMETAL-C27: CW PRESS METAL ALUMINIUM HOLDINGS BERHAD (CIMB),886927,Warrants,Industrial Products & Services
SCIENTX-CF: CW SCIENTEX BERHAD (CIMB),4731CF,Warrants,Industrial Products & Services
SKPRES-CN: CW SKP RESOURCES BERHAD (AM),7155CN,Warrants,Industrial Products & Services
SKPRES-CO: CW SKP RESOURCES BERHAD (RHB),7155CO,Warrants,Industrial Products & Services
SKPRES-CP: CW SKP RESOURCES BERHAD (KIBB),7155CP,Warrants,Industrial Products & Services
SKPRES-CQ: CW SKP RESOURCES BERHAD (MIBB),7155CQ,Warrants,Industrial Products & Services
SUNWAY-CR: CW SUNWAY BERHAD (KIBB),5211CR,Warrants,Industrial Products & Services
SUNWAY-CS: CW SUNWAY BERHAD (AM),5211CS,Warrants,Industrial Products & Services
UCHITEC-CD: CW UCHI TECHNOLOGIES BERHAD (AM),7100CD,Warrants,Industrial Products & Services
UCHITEC-CE: CW UCHI TECHNOLOGIES BERHAD (RHB),7100CE,Warrants,Industrial Products & Services
UCHITEC-CF: CW UCHI TECHNOLOGIES BERHAD (MIBB),7100CF,Warrants,Industrial Products & Services
VS-C10: CW V.S. INDUSTRY BERHAD (MACQ),696310,Warrants,Industrial Products & Services
VS-C11: CW V.S. INDUSTRY BERHAD (MIBB),696311,Warrants,Industrial Products & Services
VS-C12: CW V.S. INDUSTRY BERHAD (KIBB),696312,Warrants,Industrial Products & Services
VS-C13: CW V.S. INDUSTRY BERHAD (RHB),696313,Warrants,Industrial Products & Services
VS-C5: CW V.S. INDUSTRY BERHAD (MIBB),6963C5,Warrants,Industrial Products & Services
VS-C6: CW V.S. INDUSTRY BERHAD (RHB),6963C6,Warrants,Industrial Products & Services
VS-C7: CW V.S. INDUSTRY BERHAD (KIBB),6963C7,Warrants,Industrial Products & Services
VS-C8: CW V.S. INDUSTRY BERHAD (RHB),6963C8,Warrants,Industrial Products & Services
VS-C9: CW V.S. INDUSTRY BERHAD (KIBB),6963C9,Warrants,Industrial Products & Services
FGV-C55: CW FGV HOLDINGS BERHAD (CIMB),522255,Warrants,Plantation
FGV-C56: CW FGV HOLDINGS BERHAD (MACQ),522256,Warrants,Plantation
FGV-C57: CW FGV HOLDINGS BERHAD (RHB),522257,Warrants,Plantation
FGV-C58: CW FGV HOLDINGS BERHAD (CIMB),522258,Warrants,Plantation
FGV-C59: CW FGV HOLDINGS BERHAD (MACQ),522259,Warrants,Plantation
FGV-C60: CW FGV HOLDINGS BERHAD (KIBB),522260,Warrants,Plantation
FGV-C61: CW FGV HOLDINGS BERHAD (MACQ),522261,Warrants,Plantation
FGV-C62: CW FGV HOLDINGS BERHAD (RHB),522262,Warrants,Plantation
FGV-C63: CW FGV HOLDINGS BERHAD (MACQ),522263,Warrants,Plantation
FGV-C64: CW FGV HOLDINGS BERHAD (RHB),522264,Warrants,Plantation
FGV-C65: CW FGV HOLDINGS BERHAD (KIBB),522265,Warrants,Plantation
FGV-C66: CW FGV HOLDINGS BERHAD (MACQ),522266,Warrants,Plantation
FGV-C67: CW FGV HOLDINGS BERHAD (CIMB),522267,Warrants,Plantation
FGV-C68: CW FGV HOLDINGS BERHAD (MIBB),522268,Warrants,Plantation
FGV-C69: CW FGV HOLDINGS BERHAD (KIBB),522269,Warrants,Plantation
FGV-C70: CW FGV HOLDINGS BERHAD (CIMB),522270,Warrants,Plantation
FGV-C71: CW FGV HOLDINGS BERHAD (KIBB),522271,Warrants,Plantation
FGV-C72: CW FGV HOLDINGS BERHAD (MACQ),522272,Warrants,Plantation
FGV-C73: CW FGV HOLDINGS BERHAD (MACQ),522273,Warrants,Plantation
IOICORP-C19: CW IOI CORPORATION BERHAD (CIMB),196119,Warrants,Plantation
KLK-C2: CW KUALA LUMPUR KEPONG BERHAD (RHB),2445C2,Warrants,Plantation
SIMEPLT-CH: CW SIME DARBY PLANTATION BERHAD (MACQ),5285CH,Warrants,Plantation
SIMEPLT-CI: CW SIME DARBY PLANTATION BERHAD (CIMB),5285CI,Warrants,Plantation
SIMEPLT-CJ: CW SIME DARBY PLANTATION BERHAD (MIBB),5285CJ,Warrants,Plantation
TAANN-CM: CW TA ANN HOLDINGS BERHAD (KIBB),5012CM,Warrants,Plantation
GHLSYS-CA: CW GHL SYSTEMS BERHAD (MIBB),0021CA,Warrants,Technology
GTRONIC-CR: CW GLOBETRONICS TECHNOLOGY BERHAD (MIBB),7022CR,Warrants,Technology
GTRONIC-CS: CW GLOBETRONICS TECHNOLOGY BERHAD (MACQ),7022CS,Warrants,Technology
GTRONIC-CT: CW GLOBETRONICS TECHNOLOGY BERHAD (KIBB),7022CT,Warrants,Technology
GTRONIC-CU: CW GLOBETRONICS TECHNOLOGY BERHAD (RHB),7022CU,Warrants,Technology
GTRONIC-CV: CW GLOBETRONICS TECHNOLOGY BERHAD (RHB),7022CV,Warrants,Technology
GTRONIC-CW: CW GLOBETRONICS TECHNOLOGY BERHAD (MACQ),7022CW,Warrants,Technology
INARI-C21: CW INARI AMERTRON BERHAD (MIBB),016621,Warrants,Technology
INARI-C22: CW INARI AMERTRON BERHAD (RHB),016622,Warrants,Technology
INARI-C23: CW INARI AMERTRON BERHAD (CIMB),016623,Warrants,Technology
INARI-C24: CW INARI AMERTRON BERHAD (KIBB),016624,Warrants,Technology
INARI-C25: CW INARI AMERTRON BERHAD (MACQ),016625,Warrants,Technology
INARI-C26: CW INARI AMERTRON BERHAD (CIMB),016626,Warrants,Technology
INARI-C27: CW INARI AMERTRON BERHAD (MACQ),016627,Warrants,Technology
INARI-C28: CW INARI AMERTRON BERHAD (RHB),016628,Warrants,Technology
INARI-C29: CW INARI AMERTRON BERHAD (KIBB),016629,Warrants,Technology
INARI-C30: CW INARI AMERTRON BERHAD (AM),016630,Warrants,Technology
INARI-C31: CW INARI AMERTRON BERHAD (KIBB),016631,Warrants,Technology
INARI-C32: CW INARI AMERTRON BERHAD (MACQ),016632,Warrants,Technology
INARI-C33: CW INARI AMERTRON BERHAD (CIMB),016633,Warrants,Technology
INARI-C34: CW INARI AMERTRON BERHAD (MIBB),016634,Warrants,Technology
INARI-C35: CW INARI AMERTRON BERHAD (KIBB),016635,Warrants,Technology
INARI-C36: CW INARI AMERTRON BERHAD (AM),016636,Warrants,Technology
INARI-C37: CW INARI AMERTRON BERHAD (CIMB),016637,Warrants,Technology
MI-CA: CW MI TECHNOVATION BERHAD (RHB),5286CA,Warrants,Technology
MI-CB: CW MI TECHNOVATION BERHAD (MACQ),5286CB,Warrants,Technology
MI-CC: CW MI TECHNOVATION BERHAD (MACQ),5286CC,Warrants,Technology
MI-CD: CW MI TECHNOVATION BERHAD (RHB),5286CD,Warrants,Technology
