full name,name,category,52w,ROE,P/E,EPS,DPS,DY,PTBV,RPS,PSR,Market_Cap,RSI,Stochastic
SUMATEC RESOURCES BERHAD,"SUMATEC (1201) [s]
SUMATEC RESOURCES BERHAD Summary",Energy - Main Market,0.005 - 0.075,-0.59,-16,-0.06,0,0,0.1,0.07,14,42.5M,Neutral 52.7,Overbought 100.0
,ETH (03021),Consumer Products & Services - Leap Market,0.165 - 0.175,0,0,0,0,0,16.5,0,,0.9M,Oversold 0.0,Oversold 0.0
DESTINI BERHAD,"DESTINI (7212) [s]
DESTINI BERHAD Summary",Industrial Products & Services - Main Market,0.120 - 0.560,0.36,144,0.16,0,0,0.51,34.72,1,259.9M,Neutral 49.2,Neutral 40.0
MUHIBBAH ENGINEERING (M) BHD,"MUHIBAH (5703) [s]
MUHIBBAH ENGINEERING (M) BHD Summary",Construction - Main Market,2.510 - 3.200,12.85,10,29.94,0,0,1.27,324.63,1,"1,426.6M",Neutral 51.7,Neutral 70.8
UOA DEVELOPMENT BHD,"UOADEV (5200) [s]
UOA DEVELOPMENT BHD Summary",Property - Main Market,1.840 - 2.710,8.09,11,20.54,15,0.0691,0.85,68.5,3,"4,003.4M",Neutral 35.1,Oversold 0.0
T7 GLOBAL BERHAD,"T7GLOBAL (7228) [s]
T7 GLOBAL BERHAD Summary",Energy - Main Market,0.300 - 0.610,5.38,30,1.83,0,0,1.59,50.17,1,226.5M,Overbought 75.4,Neutral 71.9
PPB GROUP BERHAD,"PPB (4065) [s]
PPB GROUP BERHAD Summary",Consumer Products & Services - Main Market,16.400 - 21.040,5.11,24,75.57,28,0.0151,1.25,318.31,6,"26,318.1M",Neutral 58.5,Neutral 37.5
MALAYSIA BUILDING SOCIETY BERHAD,"MBSB (1171)
MALAYSIA BUILDING SOCIETY BERHAD Summary",Financial Services - Main Market,0.890 - 1.250,8.04,10,10.05,5,0.0503,0.8,49.24,2,"6,357.2M",Neutral 45.6,Oversold 15.0
SANICHI TECHNOLOGY BERHAD,"SANICHI (0133)
SANICHI TECHNOLOGY BERHAD Summary",Industrial Products & Services - Ace Market,0.050 - 0.180,-22.91,-3,-1.83,0,0,0.69,2.86,2,61.0M,Neutral 41.4,Neutral 33.3
KUMPULAN POWERNET BERHAD,"KPOWER (7130) [s]
KUMPULAN POWERNET BERHAD Summary",Consumer Products & Services - Main Market,0.330 - 0.730,-18.2,-7,-5.46,0,0,1.3,6.6,6,29.7M,Neutral 44.0,Neutral 30.8
SUPERCOMNET TECHNOLOGIES BERHAD,"SCOMNET (0001) [s]
SUPERCOMNET TECHNOLOGIES BERHAD Summary",Industrial Products & Services - Ace Market,0.280 - 0.920,9,42,1.89,0,0,3.76,13.73,6,508.0M,Neutral 52.0,Neutral 38.9
SMRT HOLDINGS BERHAD,"SMRT (0117) [s]
SMRT HOLDINGS BERHAD Summary",Technology - Ace Market,0.095 - 0.205,2.04,14,0.89,0,0,0.28,31.06,0,48.8M,Neutral 51.0,Neutral 66.7
KPS CONSORTIUM BERHAD,"KPSCB (9121) [s]
KPS CONSORTIUM BERHAD Summary",Industrial Products & Services - Main Market,0.470 - 0.700,3.93,7,7.08,0,0,0.28,524.76,0,74.7M,Neutral 46.8,Neutral 25.0
NPC RESOURCES BERHAD,"NPC (5047) [s]
NPC RESOURCES BERHAD Summary",Plantation - Main Market,1.780 - 2.000,-14.42,-5,-37.06,1,0.005,0.78,190.34,1,240.0M,Neutral 41.2,Overbought 100.0
BUMI ARMADA BERHAD,"ARMADA (5210)
BUMI ARMADA BERHAD Summary",Energy - Main Market,0.145 - 0.950,-68.81,0,-39.22,0,0,0.29,41.2,0,968.7M,Neutral 36.1,Oversold 18.8
MEGA SUN CITY HOLDINGS BERHAD,"MEGASUN (0081) [s]
MEGA SUN CITY HOLDINGS BERHAD Summary",Industrial Products & Services - Ace Market,0.135 - 0.260,1.63,33,0.49,0,0,0.53,3.4,5,35.7M,Neutral 33.9,Neutral 33.3
DAYA MATERIALS BERHAD,"DAYA (0091)
DAYA MATERIALS BERHAD Summary",Energy - Main Market,0.005 - 0.040,105.29,0,-7.76,0,0,-0.07,14.23,0,10.2M,Neutral 39.6,Oversold 0.0
LONDON BISCUITS BERHAD,"LONBISC (7126)
LONDON BISCUITS BERHAD Summary",Consumer Products & Services - Main Market,0.395 - 0.690,4.12,7,6.24,0,0,0.29,143.38,0,111.6M,Neutral 32.5,Neutral 21.6
BRAHIM'S HOLDINGS BERHAD,"BRAHIMS (9474) [s]
BRAHIM'S HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,0.055 - 0.505,2182.5,0,-43.65,0,0,-7,115.98,0,33.1M,Neutral 37.3,Neutral 44.7
WANG-ZHENG BERHAD,"WANGZNG (7203)
WANG-ZHENG BERHAD Summary",Consumer Products & Services - Main Market,0.995 - 1.600,5.42,18,6.5,0,0,1,162.7,1,192.0M,Neutral 54.0,Neutral 74.1
KHEE SAN BERHAD,"KHEESAN (6203) [s]
KHEE SAN BERHAD Summary",Consumer Products & Services - Main Market,0.540 - 0.680,3.28,15,4.27,0,0,0.49,180.24,0,66.6M,Neutral 69.9,Overbought 100.0
MCT BERHAD,"MCT (5182) [s]
MCT BERHAD Summary",Property - Main Market,0.600 - 0.910,13.43,8,8.12,0,0,1.1,42.48,2,968.9M,Neutral 48.7,Overbought 81.3
SINO HUA-AN INTERNATIONAL BERHAD,"HUAAN (2739) [s]
SINO HUA-AN INTERNATIONAL BERHAD Summary",Energy - Main Market,0.130 - 0.480,7.76,8,2.64,0,0,0.65,88.78,0,246.9M,Neutral 56.9,Neutral 72.7
MESINIAGA BERHAD,"MSNIAGA (5011) [s]
MESINIAGA BERHAD Summary",Technology - Main Market,0.950 - 1.930,-7.55,-11,-14.37,0.08,0.0005,0.81,299.46,1,93.6M,Neutral 44.9,Oversold 16.7
PERAK CORPORATION BERHAD,"PRKCORP (8346) [s]
PERAK CORPORATION BERHAD Summary",Transportation & Logistics - Main Market,0.295 - 0.970,-70.15,0,-95.88,0,0,0.31,198.1,0,42.0M,Neutral 51.2,Neutral 55.6
K-STAR SPORTS LIMITED,"KSTAR (5172)
K-STAR SPORTS LIMITED Summary",Consumer Products & Services - Main Market,0.075 - 0.150,-144.23,-1,-10.63,0,0,1.15,40.58,0,32.4M,Neutral 50.9,Neutral 50.0
PECCA GROUP BERHAD,"PECCA (5271) [s]
PECCA GROUP BERHAD Summary",Industrial Products & Services - Main Market,0.685 - 1.370,8.26,14,7.33,3,0.0286,1.18,63.29,2,197.4M,Overbought 72.8,Neutral 65.9
CONNECTCOUNTY HOLDINGS BERHAD,"CONNECT (0102) [s]
CONNECTCOUNTY HOLDINGS BERHAD Summary",Industrial Products & Services - Ace Market,0.105 - 0.190,-32.11,-4,-2.89,0,0,1.17,30.25,0,34.6M,Neutral 40.9,Oversold 0.0
FOCUS DYNAMICS GROUP BERHAD,"FOCUS (0116)
FOCUS DYNAMICS GROUP BERHAD Summary",Consumer Products & Services - Ace Market,0.120 - 0.380,-8.16,-84,-0.16,0,0,6.88,1.18,11,275.7M,Neutral 41.9,Neutral 33.3
SENI JAYA CORPORATION BERHAD,"SJC (9431) [s]
SENI JAYA CORPORATION BERHAD Summary",Telecommunications & Media - Main Market,0.530 - 0.860,-1.44,-32,-1.89,0,0,0.47,43.35,1,24.7M,Neutral 48.3,Neutral 24.2
MTD ACPI ENGINEERING BERHAD,"MTDACPI (5924) [s]
MTD ACPI ENGINEERING BERHAD Summary",Construction - Main Market,0.115 - 0.260,-4.86,-8,-2.04,0,0,0.38,106.66,0,37.1M,Neutral 53.4,Neutral 57.1
LBS BINA GROUP BERHAD,"LBS (5789) [s]
LBS BINA GROUP BERHAD Summary",Property - Main Market,0.600 - 1.000,4.2,12,5.46,0,0,0.52,71.97,1,"1,052.3M",Neutral 46.5,Neutral 37.5
SOLUTION ENGINEERING HOLDINGS BERHAD,"SOLUTN (0093) [s]
SOLUTION ENGINEERING HOLDINGS BERHAD Summary",Technology - Ace Market,0.080 - 0.200,-8.85,-8,-1.11,0,0,0.72,4.27,2,27.6M,Neutral 39.6,Oversold 0.0
EDEN INC. BERHAD,"EDEN (7471)
EDEN INC. BERHAD Summary",Utilities - Main Market,0.090 - 0.470,,-6,-2.05,0,0,,15.86,1,46.9M,Neutral 53.1,Neutral 75.0
ASIA MEDIA GROUP BERHAD,"AMEDIA (0159) [s]
ASIA MEDIA GROUP BERHAD Summary",Telecommunications & Media - Main Market,0.075 - 0.180,-14.65,-13,-1.31,0,0,1.85,5.58,3,39.5M,Neutral 57.1,Neutral 40.0
AHMAD ZAKI RESOURCES BERHAD,"AZRB (7078) [s]
AHMAD ZAKI RESOURCES BERHAD Summary",Construction - Main Market,0.280 - 0.810,3.17,19,2.45,0.88,0.0185,0.62,205.48,0,284.0M,Neutral 67.7,Neutral 75.0
SAND NISKO CAPITAL BERHAD,"SNC (7943) [s]
SAND NISKO CAPITAL BERHAD Summary",Consumer Products & Services - Main Market,0.225 - 0.310,-12.2,-6,-4.27,0,0,0.69,22.17,1,15.8M,Neutral 43.0,Oversold 16.7
TDM BERHAD,"TDM (2054)
TDM BERHAD Summary",Plantation - Main Market,0.145 - 0.395,-6.88,-4,-4.54,0.5,0.027,0.28,24.07,1,311.3M,Neutral 47.7,Neutral 33.3
AFFIN BANK BERHAD,"AFFIN (5185)
AFFIN BANK BERHAD Summary",Financial Services - Main Market,2.180 - 2.630,5.79,9,25.33,4.9,0.0216,0.52,96.71,2,"4,508.3M",Neutral 47.3,Oversold 12.5
REACH ENERGY BERHAD,"REACH (5256) [s]
REACH ENERGY BERHAD Summary",Energy - Main Market,0.210 - 0.520,-5.26,-7,-4.05,0,0,0.39,20.09,1,328.9M,Neutral 45.9,Neutral 35.7
BIMB HOLDINGS BERHAD,"BIMB (5258) [s]
BIMB HOLDINGS BERHAD Summary",Financial Services - Main Market,3.400 - 4.360,13.02,11,38.66,15.5,0.0366,1.43,238.2,2,"7,480.6M",Neutral 61.2,Neutral 33.3
UTUSAN MELAYU (MALAYSIA) BERHAD,"UTUSAN (5754) [s]
UTUSAN MELAYU (MALAYSIA) BERHAD Summary",Telecommunications & Media - Main Market,0.085 - 0.460,204.78,0,-168.53,0,0,-0.21,174.96,0,19.4M,Neutral 49.9,Neutral 31.6
PIMPINAN EHSAN BERHAD,"PEB (5622)
PIMPINAN EHSAN BERHAD Summary",Construction - Main Market,0.610 - 2.600,191.62,0,199.21,0,0,0.87,0,,62.2M,Overbought 71.0,Overbought 100.0
ALAM MARITIM RESOURCES BERHAD,"ALAM (5115) [s]
ALAM MARITIM RESOURCES BERHAD Summary",Energy - Main Market,0.060 - 0.160,-43.98,-1,-18.91,0,0,0.27,10.09,1,106.3M,Neutral 61.4,Overbought 100.0
COUNTRY HEIGHTS HOLDINGS BHD,"CHHB (5738)
COUNTRY HEIGHTS HOLDINGS BHD Summary",Property - Main Market,0.867 - 1.600,9.97,5,30.91,0,0,0.48,32.88,5,410.8M,Neutral 49.0,Neutral 45.5
SINOTOP HOLDINGS BERHAD,"SINOTOP (8532) [s]
SINOTOP HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,0.200 - 0.600,2.53,26,1.15,0,0,0.66,29.95,1,118.5M,Neutral 53.7,Neutral 72.7
XINGHE HOLDINGS BERHAD,"XINGHE (0095)
XINGHE HOLDINGS BERHAD Summary",Consumer Products & Services - Ace Market,0.025 - 0.060,-4.64,-4,-0.89,0,0,0.18,12.24,0,90.1M,Neutral 47.9,Neutral 66.7
RANHILL HOLDINGS BERHAD,"RANHILL (5272) [s]
RANHILL HOLDINGS BERHAD Summary",Utilities - Main Market,0.650 - 1.520,8.27,25,5.13,5,0.0388,2.08,175.6,1,"1,145.9M",Neutral 49.1,Neutral 20.7
KAWAN FOOD BERHAD,"KAWAN (7216) [s]
KAWAN FOOD BERHAD Summary",Consumer Products & Services - Main Market,1.620 - 2.740,7.24,27,6.52,2.5,0.0141,1.97,55.63,3,636.3M,Neutral 53.0,Neutral 65.2
PRESTARIANG BERHAD,"PRESBHD (5204) [s]
PRESTARIANG BERHAD Summary",Technology - Main Market,0.255 - 1.710,0.46,361,0.15,0.7,0.0133,1.6,42.06,1,254.1M,Neutral 66.0,Neutral 69.6
TALIWORKS CORPORATION BERHAD,"TALIWRK (8524) [s]
TALIWORKS CORPORATION BERHAD Summary",Utilities - Main Market,0.685 - 1.490,9.39,18,4.92,4.8,0.0555,1.65,18.61,5,"1,743.7M",Neutral 52.9,Neutral 31.3
MAJUPERAK HOLDINGS BERHAD,"MJPERAK (8141)
MAJUPERAK HOLDINGS BERHAD Summary",Property - Main Market,0.190 - 0.370,1.7,18,1.19,0,0,0.31,10.04,2,55.3M,Neutral 43.4,Oversold 16.7
YNH PROPERTY BERHAD,"YNHPROP (3158)
YNH PROPERTY BERHAD Summary",Property - Main Market,1.040 - 1.660,1.72,42,2.95,0.7,0.0057,0.72,68.57,2,650.7M,Neutral 48.4,Neutral 71.4
BIOALPHA HOLDINGS BERHAD,"BIOHLDG (0179) [s]
BIOALPHA HOLDINGS BERHAD Summary",Consumer Products & Services - Ace Market,0.190 - 0.275,7.6,15,1.4,0.11,0.0054,1.11,8.08,3,176.3M,Neutral 48.5,Neutral 50.0
IKHMAS JAYA GROUP BERHAD,"IKHMAS (5268) [s]
IKHMAS JAYA GROUP BERHAD Summary",Construction - Main Market,0.090 - 0.455,-14.97,-3,-4.94,0,0,0.45,52.67,0,81.8M,Neutral 54.5,Neutral 42.9
KIM HIN INDUSTRY BERHAD,"KIMHIN (5371) [s]
KIM HIN INDUSTRY BERHAD Summary",Industrial Products & Services - Main Market,1.090 - 1.490,-11.99,-3,-38.02,0,0,0.37,258.83,0,183.6M,Neutral 40.3,Oversold 12.5
CAN-ONE BERHAD,"CANONE (5105) [s]
CAN-ONE BERHAD Summary",Industrial Products & Services - Main Market,1.830 - 2.880,5.61,11,24.24,0,0,0.64,638.67,0,530.3M,Neutral 59.2,Neutral 63.6
FINTEC GLOBAL BERHAD,"FINTEC (0150)
FINTEC GLOBAL BERHAD Summary",Trad/Serv - Ace Market,0.045 - 0.135,-44.67,0,-10.32,0,0,0.22,4.02,1,30.5M,Neutral 40.5,Oversold 0.0
BP PLASTICS HOLDING BHD,"BPPLAS (5100) [s]
BP PLASTICS HOLDING BHD Summary",Industrial Products & Services - Main Market,0.850 - 1.170,11.7,10,11.23,6,0.0531,1.18,177.84,1,212.1M,Neutral 67.2,Overbought 91.7
WOODLANDOR HOLDINGS BHD,"WOODLAN (7025) [s]
WOODLANDOR HOLDINGS BHD Summary",Industrial Products & Services - Main Market,0.500 - 0.750,4.16,16,4.7,0,0,0.66,61.8,1,30.0M,Neutral 65.5,Overbought 100.0
GABUNGAN AQRS BERHAD,"GBGAQRS (5226) [s]
GABUNGAN AQRS BERHAD Summary",Construction - Main Market,0.615 - 1.850,13.76,9,12.85,4.72,0.0387,1.31,117.77,1,603.4M,Overbought 70.5,Overbought 90.9
SINMAH CAPITAL BERHAD,"SMCAP (9776) [s]
SINMAH CAPITAL BERHAD Summary",Consumer Products & Services - Main Market,0.105 - 0.590,-38.24,-1,-18.07,0,0,0.34,85.13,0,34.2M,Neutral 46.8,Neutral 25.0
TEK SENG HOLDINGS BERHAD,"TEKSENG (7200) [s]
TEK SENG HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,0.220 - 0.385,-23.71,-2,-13.99,0,0,0.42,52.85,0,85.3M,Neutral 45.4,Neutral 25.0
SUNWAY BERHAD,"SUNWAY (5211) [s]
SUNWAY BERHAD Summary",Industrial Products & Services - Main Market,1.350 - 1.690,7.86,12,13.38,5.45,0.0336,0.95,109.86,1,"7,977.7M",Neutral 50.4,Oversold 0.0
TPC PLUS BERHAD,"TPC (7176) [s]
TPC PLUS BERHAD Summary",Consumer Products & Services - Main Market,0.300 - 0.460,3.92,30,1.41,0,0,1.17,91.13,0,98.2M,Neutral 55.2,Neutral 38.5
KINSTEEL BHD,"KINSTEL (5060)
KINSTEEL BHD Summary",Industrial Products & Services - Main Market,0.005 - 0.005,14.32,0,-7.37,0,0,-0.01,13.52,0,5.2M,Overbought 100.0,Neutral 50.0
PASDEC HOLDINGS BERHAD,"PASDEC (6912) [s]
PASDEC HOLDINGS BERHAD Summary",Property - Main Market,0.300 - 0.600,-5.4,-8,-4.69,0,0,0.45,37.51,1,156.1M,Neutral 45.1,Neutral 25.0
CUSCAPI BERHAD,"CUSCAPI (0051) [s]
CUSCAPI BERHAD Summary",Technology - Main Market,0.130 - 0.485,-21.25,-8,-2.55,0,0,1.63,3.4,6,167.6M,Neutral 43.3,Neutral 22.2
KUMPULAN PERANGSANG SELANGOR BERHAD,"KPS (5843) [s]
KUMPULAN PERANGSANG SELANGOR BERHAD Summary",Utilities - Main Market,1.170 - 2.060,-17.95,-3,-38.26,0,0,0.61,108.32,1,704.0M,Neutral 43.8,Neutral 21.1
NICHE CAPITAL EMAS HOLDINGS BERHAD,"NICE (7139) [s]
NICHE CAPITAL EMAS HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,0.035 - 0.050,16.56,7,0.48,0,0,1.21,1.34,3,24.6M,Neutral 36.4,Oversold 0.0
RESINTECH BERHAD,"RESINTC (7232) [s]
RESINTECH BERHAD Summary",Industrial Products & Services - Main Market,0.260 - 0.365,0.85,36,0.83,2.5,0.0833,0.31,64.06,0,41.2M,Neutral 47.3,Neutral 42.9
AYER HOLDINGS BERHAD,"AYER (2305) [s]
AYER HOLDINGS BERHAD Summary",Property - Main Market,4.200 - 6.590,3.93,17,26.92,5,0.0111,0.66,108.01,4,336.8M,Neutral 41.8,Neutral 37.0
TIME DOTCOM BERHAD,"TIMECOM (5031) [s]
TIME DOTCOM BERHAD Summary",Telecommunications & Media - Main Market,7.060 - 8.660,11.45,17,49.46,20.56,0.0239,1.99,168.48,5,"5,019.8M",Neutral 60.7,Overbought 93.4
Y&G CORPORATION BHD,"Y&G (7003) [s]
Y&G CORPORATION BHD Summary",Property - Main Market,0.910 - 1.000,3.82,16,5.54,0,0,0.63,32.67,3,181.4M,Oversold 19.2,Oversold 0.0
LANDMARKS BERHAD,"LANDMRK (1643)
LANDMARKS BERHAD Summary",Consumer Products & Services - Main Market,0.450 - 0.775,-2.2,-7,-7.07,0,0,0.15,20.62,2,253.9M,Neutral 47.8,Neutral 41.7
QL RESOURCES BERHAD,"QL (7084) [s]
QL RESOURCES BERHAD Summary",Consumer Products & Services - Main Market,4.280 - 7.630,11.48,50,13.55,4.5,0.0066,5.75,215.71,3,"11,016.4M",Neutral 44.9,Oversold 12.5
SALCON BERHAD,"SALCON (8567) [s]
SALCON BERHAD Summary",Utilities - Main Market,0.220 - 0.475,0.46,101,0.25,0,0,0.47,15.4,2,216.0M,Neutral 59.1,Overbought 80.0
BINA PURI HOLDINGS BHD,"BPURI (5932) [s]
BINA PURI HOLDINGS BHD Summary",Construction - Main Market,0.165 - 0.385,0.21,140,0.14,0,0,0.28,185.81,0,72.6M,Neutral 45.5,Neutral 33.3
DPS RESOURCES BERHAD,"DPS (7198) [s]
DPS RESOURCES BERHAD Summary",Property - Main Market,0.050 - 0.100,-5.78,-6,-1.04,0,0,0.36,5.03,1,38.2M,Neutral 52.1,Neutral 50.0
WHITE HORSE BERHAD,"WTHORSE (5009) [s]
WHITE HORSE BERHAD Summary",Industrial Products & Services - Main Market,1.170 - 1.900,-3.76,-11,-11.33,0,0,0.42,254.39,0,300.0M,Oversold 8.7,Neutral 32.0
KENANGA INVESTMENT BANK BERHAD,"KENANGA (6483)
KENANGA INVESTMENT BANK BERHAD Summary",Financial Services - Main Market,0.545 - 0.780,1.36,33,1.65,0,0,0.45,96.59,1,397.5M,Neutral 37.6,Oversold 12.5
,UNIWALL (03017),Construction - Leap Market,0.180 - 0.300,110,7,4.4,0,0,7.5,3.46,9,109.7M,Overbought 100.0,Overbought 100.0
CYMAO HOLDINGS BERHAD,"CYMAO (5082) [s]
CYMAO HOLDINGS BERHAD Summary",Industrial Products & Services - Main Market,0.295 - 0.410,-9.08,-6,-5.72,0,0,0.55,124.24,0,25.9M,Neutral 45.3,Neutral 30.0
MK LAND HOLDINGS BERHAD,"MKLAND (8893) [s]
MK LAND HOLDINGS BERHAD Summary",Property - Main Market,0.160 - 0.280,1.7,11,1.7,0,0,0.19,14.13,1,223.3M,Neutral 41.6,Oversold 0.0
CENTRAL INDUSTRIAL CORPORATION BERHAD,"CICB (8052) [s]
CENTRAL INDUSTRIAL CORPORATION BERHAD Summary",Industrial Products & Services - Main Market,0.420 - 1.450,-6.91,-15,-4.01,0,0,1.02,92.86,1,53.1M,Neutral 56.2,Overbought 100.0
MNRB HOLDINGS BERHAD,"MNRB (6459)
MNRB HOLDINGS BERHAD Summary",Financial Services - Main Market,0.845 - 2.640,5.9,12,8.46,0,0,0.7,300.98,0,774.7M,Neutral 40.3,Oversold 12.5
BERTAM ALLIANCE BERHAD,"BERTAM (9814) [s]
BERTAM ALLIANCE BERHAD Summary",Property - Main Market,0.180 - 0.420,-1.92,-15,-1.88,0,0,0.29,0.4,71,57.9M,Neutral 55.9,Neutral 75.0
PRIVASIA TECHNOLOGY BERHAD,"PRIVA (0123) [s]
PRIVASIA TECHNOLOGY BERHAD Summary",Telecommunications & Media - Ace Market,0.045 - 0.150,-6.17,-9,-0.74,0,0,0.54,9.41,1,36.3M,Neutral 48.8,Oversold 16.7
HEITECH PADU BERHAD,"HTPADU (5028) [s]
HEITECH PADU BERHAD Summary",Technology - Main Market,0.340 - 1.160,-25.5,-3,-28.82,0,0,0.65,379.2,0,73.9M,Neutral 48.1,Neutral 41.5
GRAND-FLO BERHAD,"GRANFLO (0056) [s]
GRAND-FLO BERHAD Summary",Technology - Main Market,0.180 - 0.235,4.87,18,1.13,0,0,0.88,16.99,1,99.0M,Neutral 49.8,Neutral 50.0
BOUSTEAD HOLDINGS BERHAD,"BSTEAD (2771)
BOUSTEAD HOLDINGS BERHAD Summary",Industrial Products & Services - Main Market,1.320 - 2.720,-8.74,-6,-23.15,5,0.037,0.51,502.54,0,"2,736.4M",Neutral 33.9,Oversold 12.5
APEX HEALTHCARE BERHAD,"AHEALTH (7090) [s]
APEX HEALTHCARE BERHAD Summary",Health Care - Main Market,5.400 - 9.830,15.32,19,49.79,13.5,0.0144,2.89,554.69,2,"1,104.8M",Neutral 65.7,Neutral 67.4
JAKS RESOURCES BERHAD,"JAKS (4723) [s]
JAKS RESOURCES BERHAD Summary",Construction - Main Market,0.405 - 1.590,1.9,27,2.59,0,0,0.51,126.65,1,409.3M,Neutral 68.4,Overbought 85.0
AE MULTI HOLDINGS BERHAD,"AEM (7146)
AE MULTI HOLDINGS BERHAD Summary",Industrial Products & Services - Main Market,0.110 - 0.185,-3.83,-16,-0.69,0,0,0.61,20.44,1,32.9M,Neutral 41.0,Oversold 0.0
GE-SHEN CORPORATION BERHAD,"GESHEN (7197) [s]
GE-SHEN CORPORATION BERHAD Summary",Industrial Products & Services - Main Market,0.600 - 1.230,4.26,11,5.62,0,0,0.48,252.87,0,50.4M,Neutral 37.9,Oversold 16.7
TA ANN HOLDINGS BERHAD,"TAANN (5012) [s]
TA ANN HOLDINGS BERHAD Summary",Plantation - Main Market,1.930 - 3.300,5.86,14,17.58,10,0.0408,0.82,216.31,1,"1,089.9M",Neutral 46.9,Oversold 18.8
KAMDAR GROUP (M) BERHAD,"KAMDAR (8672) [s]
KAMDAR GROUP (M) BERHAD Summary",Consumer Products & Services - Main Market,0.280 - 0.400,-0.78,-33,-0.87,0,0,0.26,60.17,0,57.4M,Neutral 41.4,Neutral 40.0
,SEERS (03009),Consumer Products & Services - Leap Market,0.085 - 0.100,-64.33,-5,-1.93,0,0,3.33,2.18,5,25.8M,Overbought 100.0,Neutral 50.0
PARLO BERHAD,"PARLO (0022)
PARLO BERHAD Summary",Consumer Products & Services - Ace Market,0.070 - 0.180,-66.46,-2,-3.29,0,0,1.62,44.43,0,29.1M,Neutral 50.0,Neutral 66.7
IRIS CORPORATION BERHAD,"IRIS (0010) [s]
IRIS CORPORATION BERHAD Summary",Technology - Ace Market,0.115 - 0.200,-17.94,-8,-1.64,0,0,1.48,8.52,2,400.4M,Neutral 50.7,Neutral 66.7
TIEN WAH PRESS HOLDINGS BERHAD,"TIENWAH (7374)
TIEN WAH PRESS HOLDINGS BERHAD Summary",Industrial Products & Services - Main Market,1.040 - 1.600,-1.88,-32,-4.24,8,0.0597,0.6,236.58,1,194.0M,Overbought 75.6,Overbought 95.7
OLYMPIA INDUSTRIES BERHAD,"OLYMPIA (3018)
OLYMPIA INDUSTRIES BERHAD Summary",Consumer Products & Services - Main Market,0.090 - 0.135,2.54,11,0.99,0,0,0.28,12.78,1,112.6M,Neutral 56.0,Overbought 100.0
PUC BERHAD,"PUC (0007) [s]
PUC BERHAD Summary",Telecommunications & Media - Ace Market,0.090 - 0.280,2.35,32,0.3,0,0,0.74,2.43,4,205.0M,Neutral 44.6,Oversold 0.0
EVERSENDAI CORPORATION BERHAD,"SENDAI (5205) [s]
EVERSENDAI CORPORATION BERHAD Summary",Construction - Main Market,0.455 - 1.090,7.35,7,8.97,0,0,0.49,218.38,0,468.7M,Neutral 50.7,Neutral 78.9
PROGRESSIVE IMPACT CORPORATION BERHAD,"PICORP (7201) [s]
PROGRESSIVE IMPACT CORPORATION BERHAD Summary",Industrial Products & Services - Main Market,0.090 - 0.225,1.75,58,0.21,0.15,0.012,1.04,13.29,1,82.3M,Neutral 51.5,Neutral 25.0
WCT HOLDINGS BERHAD,"WCT (9679) [s]
WCT HOLDINGS BERHAD Summary",Construction - Main Market,0.660 - 1.400,3.51,10,7.89,0,0,0.36,164.74,0,"1,154.4M",Neutral 46.9,Oversold 13.6
FSBM HOLDINGS BERHAD,"FSBM (9377) [s]
FSBM HOLDINGS BERHAD Summary",Technology - Main Market,0.080 - 0.240,-9.75,-25,-0.39,0,0,2.38,0.76,12,13.4M,Oversold 29.2,Oversold 10.7
PRICEWORTH INTERNATIONAL BERHAD,"PWORTH (7123) [s]
PRICEWORTH INTERNATIONAL BERHAD Summary",Industrial Products & Services - Main Market,0.035 - 0.290,-6.09,-6,-0.67,0,0,0.36,2.42,2,163.8M,Neutral 40.0,Oversold 0.0
LAMBO GROUP BERHAD,"LAMBO (0018)
LAMBO GROUP BERHAD Summary",Technology - Ace Market,0.115 - 0.230,14.49,18,0.8,0,0,2.54,4.4,3,294.3M,Neutral 55.6,Neutral 75.0
GSB GROUP BERHAD,"GSB (7077)
GSB GROUP BERHAD Summary",Property - Main Market,0.085 - 0.255,-5.59,-36,-0.52,0,0,2.04,10.44,2,105.0M,Neutral 60.5,Neutral 54.5
ADVENTA BERHAD,"ADVENTA (7191) [s]
ADVENTA BERHAD Summary",Health Care - Main Market,0.350 - 0.625,-48.25,-2,-17.37,0,0,1.07,30.2,1,58.8M,Neutral 54.5,Overbought 100.0
ASIA FILE CORPORATION BHD,"ASIAFLE (7129) [s]
ASIA FILE CORPORATION BHD Summary",Consumer Products & Services - Main Market,2.380 - 2.930,7.63,11,23.38,11,0.0435,0.83,169.94,1,492.7M,Neutral 38.7,Neutral 25.0
SEE HUP CONSOLIDATED BERHAD,"SEEHUP (7053) [s]
SEE HUP CONSOLIDATED BERHAD Summary",Transportation & Logistics - Main Market,0.920 - 1.310,-4.04,-22,-4.19,1.8,0.0196,0.89,121.42,1,74.0M,Oversold 20.9,Oversold 0.0
SUNSURIA BERHAD,"SUNSURIA (3743) [s]
SUNSURIA BERHAD Summary",Property - Main Market,0.580 - 1.260,11.34,6,11.45,0,0,0.64,58.04,1,519.2M,Neutral 54.4,Neutral 54.5
